auc,auc_abs,ap,tpr@1fpr,tpr@5fpr,tpr@1fpr_abs,poison_rate,auc_target_class,auc_target_class_abs,tpr@1fpr_target_class,tpr@1fpr_target_class_abs,auc_target_class_best,direction,tpr@1fpr_target_class_best,elimination_rate,sacrifice_rate,precision,recall,f1,n_removed,residual_poison_rate,attack,rate,hash,n_bits,family,threshold,detector,rule,t_hash_s,t_detect_s
0.3803721978947368,0.52144496,0.03662893888761433,0.0,0.0,0.0,0.05,0.36601718518518517,0.5177601693121693,0.0036,0.0168,0.6339828148148148,-1,0.0168,0.0,0.0009052631578947368,0.0,0.0,0.0,43,0.050043037011830174,label_flip_only,0.05,ahash,64,spatial,mean,bit_llr,mad,0.224,0.07
0.6568277726315789,0.5552300589473684,0.14885361215934353,0.0,0.4068,0.0,0.05,0.4211138624338624,0.4501679153439153,0.0,0.0,0.5788861375661376,-1,0.0,0.4092,0.3755157894736842,0.05424178154825027,0.4092,0.09578651685393258,18860,0.047430956968529225,label_flip_only,0.05,ahash,64,spatial,mean,bit_em,mad,0.224,0.306
0.41258853894736847,0.49762499789473685,0.04093596466474872,0.0088,0.0412,0.0048,0.05,0.35954463492063493,0.4918184973544973,0.0028,0.0028,0.6404553650793651,-1,0.03,0.0,0.0,0.0,0.0,0.0,0,0.05,label_flip_only,0.05,ahash,64,spatial,mean,hamming_knn,mad,0.224,0.457
0.5102146652631578,0.18360608421052632,0.05898827389427353,0.0,0.0,0.0,0.05,0.40383326984126977,0.40383326984126977,0.0032,0.0032,0.5961667301587302,-1,0.0032,0.0168,0.1532842105263158,0.005735354362965997,0.0168,0.008551359055278427,7323,0.05759542610773953,label_flip_only,0.05,ahash,64,spatial,mean,hamming_ball,mad,0.224,0.449
0.4141545642105263,0.4757793347368421,0.04515677604363744,0.0,0.0,0.0,0.05,0.37376131216931213,0.46297303703703707,0.0,0.0,0.6262386878306878,-1,0.0304,0.1568,0.10686315789473684,0.07168983174835405,0.1568,0.09839357429718876,5468,0.047336746609179914,label_flip_only,0.05,ahash,64,spatial,mean,block_collision,mad,0.224,0.167
0.5088259705263158,0.46959482947368425,0.04945088660354363,0.0008,0.048,0.0008,0.05,0.48394171428571425,0.46741913227513227,0.008,0.008,0.5160582857142857,-1,0.008,0.0,0.0009263157894736842,0.0,0.0,0.0,44,0.05004403875410361,label_flip_only,0.05,ahash,64,spatial,mean,hash_spectral,mad,0.224,0.05
0.4210547578947369,0.4730659789473684,0.040758604083659444,0.0,0.0104,0.0,0.05,0.38637930158730166,0.5072538835978836,0.0068,0.0088,0.6136206984126984,-1,0.0124,0.0,0.0005684210526315789,0.0,0.0,0.0,27,0.05002701458787746,label_flip_only,0.05,ahash,64,spatial,mean,hash_stability,mad,0.224,0.037
0.37798314105263153,0.5433907031578948,0.036943620762219964,0.0,0.0,0.0,0.05,0.38345693121693125,0.5518091851851852,0.0076,0.0376,0.6165430687830687,-1,0.0376,0.0,0.0015578947368421053,0.0,0.0,0.0,74,0.05007410968232985,label_flip_only,0.05,ahash4,16,spatial,mean,bit_llr,mad,0.176,0.055
0.6530001094736841,0.5828402652631579,0.14467312164459417,0.0472,0.4268,0.0,0.05,0.42717997883597886,0.46298806349206345,0.0,0.0,0.5728200211640211,-1,0.0,0.3856,0.1560421052631579,0.11509073543457497,0.3856,0.1772710555351232,8376,0.03690178743032866,label_flip_only,0.05,ahash4,16,spatial,mean,bit_em,mad,0.176,0.168
0.45676402526315785,0.49205813052631575,0.048803524233061134,0.0,0.06,0.0016,0.05,0.3934358095238095,0.47470971428571423,0.0,0.0132,0.6065641904761905,-1,0.0132,0.0,2.105263157894737e-05,0.0,0.0,0.0,1,0.0500010000200004,label_flip_only,0.05,ahash4,16,spatial,mean,hamming_knn,mad,0.176,0.44
0.37727808421052633,0.4293756084210526,0.04913117820004236,0.0,0.044,0.0,0.05,0.42122103703703706,0.4433944973544973,0.0,0.0,0.5787789629629629,-1,0.0,0.0712,0.12191578947368421,0.029820740492544816,0.0712,0.04203565946392726,5969,0.052735572664713494,label_flip_only,0.05,ahash4,16,spatial,mean,hamming_ball,mad,0.176,0.434
0.44484457263157895,0.4774117094736842,0.04970281733253436,0.0312,0.044,0.0312,0.05,0.4010401693121693,0.42777346031746033,0.0,0.0,0.5989598306878308,-1,0.0,0.1412,0.1870736842105263,0.038207598224916116,0.1412,0.060141408978618284,9239,0.0526728981133927,label_flip_only,0.05,ahash4,16,spatial,mean,block_collision,mad,0.176,0.046
0.5110685263157895,0.48690662736842105,0.05127575211520022,0.0,0.0548,0.0,0.05,0.49720457142857144,0.4883554708994709,0.0,0.0,0.5027954285714286,-1,0.0164,0.0,0.0022736842105263158,0.0,0.0,0.0,108,0.050108233784975545,label_flip_only,0.05,ahash4,16,spatial,mean,hash_spectral,mad,0.176,0.049
0.49743586105263154,0.5295116505263158,0.05148597855068711,0.004,0.0592,0.004,0.05,0.4058087619047619,0.4462029206349206,0.002,0.002,0.5941912380952381,-1,0.002,0.004,0.004926315789473684,0.040983606557377046,0.004,0.007288629737609329,244,0.050044215772972106,label_flip_only,0.05,ahash4,16,spatial,mean,hash_stability,mad,0.176,0.026
0.3812608294736842,0.5014793347368421,0.03652825632651495,0.0,0.0,0.0,0.05,0.3582409735449736,0.4968866455026455,0.002,0.0084,0.6417590264550264,-1,0.0084,0.0,0.0005894736842105263,0.0,0.0,0.0,28,0.05002801568878572,label_flip_only,0.05,ahash16,256,spatial,mean,bit_llr,mad,0.198,0.103
0.40893110736842103,0.3513501473684211,0.053136663884034104,0.0,0.0,0.0,0.05,0.4013271534391535,0.5986728465608466,0.0,0.0,0.5986728465608465,-1,0.0,0.0,0.29547368421052633,0.0,0.0,0.0,14035,0.06951202558042541,label_flip_only,0.05,ahash16,256,spatial,mean,bit_em,mad,0.198,0.906
0.3891373136842105,0.5110254863157895,0.0384797902886004,0.006,0.0368,0.006,0.05,0.3323500105820106,0.5031061164021164,0.0032,0.0032,0.6676499894179895,-1,0.0436,0.0,0.0,0.0,0.0,0.0,0,0.05,label_flip_only,0.05,ahash16,256,spatial,mean,hamming_knn,mad,0.198,0.461
0.5373735831578947,0.19741858526315786,0.06247113308846383,0.0,0.0,0.0,0.05,0.4048273439153439,0.4048273439153439,0.0032,0.0032,0.5951726560846561,-1,0.0032,0.014,0.16189473684210526,0.004530744336569579,0.014,0.006845965770171149,7725,0.05830869308101715,label_flip_only,0.05,ahash16,256,spatial,mean,hamming_ball,mad,0.198,0.452
0.30764572631578946,0.7224495452631579,0.040262352216255626,0.0,0.0,0.044,0.05,0.3743754920634921,0.6076432169312169,0.0,0.0332,0.6256245079365079,-1,0.0332,0.5488,0.08214736842105264,0.2601441031475161,0.5488,0.3529714432724466,5274,0.02522022984393865,label_flip_only,0.05,ahash16,256,spatial,mean,block_collision,mad,0.198,0.699
0.5052762989473685,0.4623539536842105,0.048729179113780455,0.0032,0.0416,0.0032,0.05,0.47899864550264554,0.4531669417989418,0.0048,0.0048,0.5210013544973544,-1,0.0104,0.0,0.0006526315789473684,0.0,0.0,0.0,31,0.050031019231923796,label_flip_only,0.05,ahash16,256,spatial,mean,hash_spectral,mad,0.198,0.056
0.4757555115789474,0.5224858442105264,0.04883853042608299,0.0112,0.052,0.0148,0.05,0.4638325079365079,0.5184016084656085,0.0044,0.004,0.5361674920634921,-1,0.01,0.0008,0.0013473684210526316,0.030303030303030304,0.0008,0.001558846453624318,66,0.05002603436536228,label_flip_only,0.05,ahash16,256,spatial,mean,hash_stability,mad,0.198,0.038
0.3805991326315789,0.49464888421052633,0.036436780974953537,0.0,0.0004,0.0,0.05,0.35448744973544977,0.4883814603174604,0.0012,0.008,0.6455125502645502,-1,0.008,0.0,0.0005263157894736842,0.0,0.0,0.0,25,0.05002501250625312,label_flip_only,0.05,ahash32,1024,spatial,mean,bit_llr,mad,0.541,0.355
0.3504747957894737,0.5073827705263159,0.04852576846312352,0.0,0.0,0.0,0.05,0.4034093544973545,0.5965906455026455,0.0,0.0,0.5965906455026455,-1,0.0,0.0,0.14926315789473685,0.0,0.0,0.0,7090,0.05826147751106968,label_flip_only,0.05,ahash32,1024,spatial,mean,bit_em,mad,0.541,5.18
0.3784802778947368,0.511571052631579,0.0373574547692206,0.0028,0.0308,0.0028,0.05,0.31786992592592594,0.5062385608465607,0.0028,0.0028,0.6821300740740741,-1,0.0456,0.0,2.105263157894737e-05,0.0,0.0,0.0,1,0.0500010000200004,label_flip_only,0.05,ahash32,1024,spatial,mean,hamming_knn,mad,0.541,0.646
0.47782167157894734,0.23894160421052632,0.05467230989536609,0.0,0.0,0.0,0.05,0.39841358730158727,0.39841358730158727,0.0032,0.0032,0.6015864126984127,-1,0.0032,0.0148,0.14269473684210526,0.005429200293470286,0.0148,0.007944176060118088,6815,0.05703369225425495,label_flip_only,0.05,ahash32,1024,spatial,mean,hamming_ball,mad,0.541,0.603
0.3875517978947368,0.40323312000000006,0.0426348470870272,0.0,0.0,0.0,0.05,0.40156406349206347,0.5984359365079366,0.0,0.0144,0.5984359365079366,-1,0.0144,0.0016,0.13181052631578946,0.0006384676775738228,0.0016,0.0009127210496292071,6265,0.057070995769978275,label_flip_only,0.05,ahash32,1024,spatial,mean,block_collision,mad,0.541,3.126
0.5041793010526316,0.46102552421052634,0.048483802953266306,0.0044,0.0388,0.0044,0.05,0.47813646560846557,0.4486543915343916,0.0048,0.0048,0.5218635343915344,-1,0.0068,0.0,0.00048421052631578945,0.0,0.0,0.0,23,0.05002301058486904,label_flip_only,0.05,ahash32,1024,spatial,mean,hash_spectral,mad,0.541,0.19
0.49155582736842107,0.5113630610526316,0.0499342455159327,0.0132,0.0516,0.012,0.05,0.48255115343915345,0.5077310899470899,0.0032,0.004,0.5174488465608466,-1,0.0072,0.0016,0.0017473684210526316,0.04597701149425287,0.0016,0.0030923850019327404,87,0.05000701220123014,label_flip_only,0.05,ahash32,1024,spatial,mean,hash_stability,mad,0.541,0.042
0.4250973347368421,0.5000080294736842,0.040193435116669465,0.0,0.0212,0.0,0.05,0.3964028783068783,0.5054107936507937,0.004,0.012,0.6035971216931217,-1,0.012,0.0,0.0012210526315789474,0.0,0.0,0.0,58,0.050058067358135436,label_flip_only,0.05,mhash,64,spatial,median,bit_llr,mad,0.221,0.069
0.46557610526315785,0.4909491789473684,0.05266170526892365,0.0,0.0,0.0,0.05,0.42448139682539676,0.5416191746031747,0.0,0.0,0.5755186031746032,-1,0.0,0.0,0.3276842105263158,0.0,0.0,0.0,15565,0.0726005517641934,label_flip_only,0.05,mhash,64,spatial,median,bit_em,mad,0.221,0.314
0.4382609810526316,0.4973696210526316,0.04424670482178727,0.0092,0.0488,0.0092,0.05,0.39073371428571424,0.4823019682539682,0.0028,0.0,0.6092662857142858,-1,0.0244,0.0,4.210526315789474e-05,0.0,0.0,0.0,2,0.0500020000800032,label_flip_only,0.05,mhash,64,spatial,median,hamming_knn,mad,0.221,0.509
0.5123466021052632,0.18478633263157895,0.056633275506619375,0.0,0.0,0.0,0.05,0.4154442328042328,0.4154442328042328,0.0028,0.0028,0.5845557671957672,-1,0.0028,0.0156,0.16073684210526315,0.0050820953870211105,0.0156,0.0076666011401611955,7674,0.05814393044464396,label_flip_only,0.05,mhash,64,spatial,median,hamming_ball,mad,0.221,0.509
